date,deaths_new,deaths_bid,deaths_new_dod,deaths_bid_dod,deaths_unvax,deaths_pvax,deaths_fvax,deaths_boost,deaths_tat
2021/5/24,61,5,66,8,63,3,0,0,1
2021/5/25,60,4,74,6,71,3,0,0,1
2021/5/26,63,8,91,8,84,7,0,0,2
2021/5/27,59,3,63,8,57,6,0,0,2
2021/5/28,61,3,105,13,102,3,0,0,2
2021/5/29,98,9,75,2,74,1,0,0,2
2021/5/30,79,8,109,14,103,6,0,0,2
2021/5/31,67,8,97,11,90,7,0,0,1
2021/6/1,71,5,94,10,86,8,0,0,2
2021/6/2,126,10,87,9,85,2,0,0,3
2021/6/3,103,9,110,5,107,3,0,0,2
2021/6/4,86,7,83,7,80,3,0,0,1
2021/6/5,109,9,90,9,83,7,0,0,2
2021/6/6,87,6,79,13,75,4,0,0,1
2021/6/7,82,6,84,10,81,2,1,0,2
2021/6/8,76,5,73,13,71,2,0,0,2
2021/6/9,75,11,93,9,88,5,0,0,2
2021/6/10,73,6,68,6,61,7,0,0,2
2021/6/11,84,16,66,2,61,5,0,0,2
2021/6/12,76,5,83,7,79,4,0,0,2
2021/6/13,64,6,73,6,67,5,1,0,1
2021/6/14,60,3,91,8,86,5,0,0,2
2021/6/15,101,9,79,10,74,5,0,0,2
2021/6/16,73,9,81,12,76,5,0,0,2
2021/6/17,60,2,81,11,76,5,0,0,2
2021/6/18,74,6,81,11,73,8,0,0,2
2021/6/19,72,11,67,13,63,4,0,0,2
2021/6/20,60,7,75,11,64,11,0,0,2
2021/6/21,69,5,81,12,72,9,0,0,2
2021/6/22,77,11,88,13,78,10,0,0,2
2021/6/23,83,10,84,11,72,12,0,0,2
2021/6/24,84,11,81,15,70,11,0,0,2
2021/6/25,82,17,78,5,66,12,0,0,2
2021/6/26,81,10,88,13,75,13,0,0,2
2021/6/27,60,9,72,12,56,15,1,0,2
2021/6/28,57,4,91,7,80,10,1,0,1
2021/6/29,107,14,91,20,74,16,1,0,3
2021/6/30,62,7,110,15,88,22,0,0,2
2021/7/1,84,9,98,19,85,12,1,0,2
2021/7/2,73,13,107,18,94,11,2,0,2
2021/7/3,107,14,118,15,92,25,1,0,2
2021/7/4,63,7,114,14,94,19,1,0,2
2021/7/5,77,13,100,16,78,22,0,0,2
2021/7/6,103,12,113,12,84,29,0,0,3
2021/7/7,91,10,155,17,123,32,0,0,3
2021/7/8,135,20,158,38,118,38,2,0,3
2021/7/9,77,8,182,24,122,55,5,0,2
2021/7/10,87,8,149,32,111,35,3,0,3
2021/7/11,90,10,184,34,136,47,1,0,2
2021/7/12,103,14,176,51,128,45,3,0,2
2021/7/13,125,16,193,28,145,47,1,0,2
2021/7/14,118,13,179,34,126,50,3,0,2
2021/7/15,110,15,210,36,153,54,3,0,2
2021/7/16,115,24,214,41,153,58,3,0,3
2021/7/17,138,18,264,46,193,68,3,0,2
2021/7/18,153,24,236,43,169,63,4,0,2
2021/7/19,129,13,223,33,156,65,2,0,2
2021/7/20,93,10,278,58,196,79,3,0,1
2021/7/21,199,33,272,53,174,88,10,0,4
2021/7/22,134,22,266,48,166,92,8,0,2
2021/7/23,144,8,289,55,178,100,11,0,2
2021/7/24,184,32,299,59,191,94,14,0,3
2021/7/25,92,8,303,56,204,92,7,0,2
2021/7/26,207,14,269,64,179,80,10,0,3
2021/7/27,207,31,276,74,201,63,12,0,3
2021/7/28,143,14,321,62,208,99,14,0,2
2021/7/29,174,28,289,66,193,78,18,0,2
2021/7/30,134,9,327,88,217,102,8,0,2
2021/7/31,165,12,312,85,194,103,15,0,3
2021/8/1,160,20,326,98,211,101,14,0,3
2021/8/2,219,21,375,96,224,136,15,0,3
2021/8/3,195,34,340,84,206,112,22,0,3
2021/8/4,257,21,307,79,197,90,20,0,4
2021/8/5,164,22,313,64,205,90,18,0,3
2021/8/6,160,24,358,90,220,115,23,0,3
2021/8/7,210,34,334,71,213,104,17,0,4
2021/8/8,360,85,320,78,213,88,19,0,8
2021/8/9,212,16,305,64,204,89,12,0,3
2021/8/10,201,34,408,118,250,122,36,0,4
2021/8/11,211,16,288,65,181,88,19,0,4
2021/8/12,318,93,294,56,164,103,27,0,5
2021/8/13,277,96,263,32,159,82,22,0,6
2021/8/14,260,68,276,59,165,84,27,0,5
2021/8/15,282,101,289,67,166,104,19,0,4
2021/8/16,274,77,291,61,177,89,25,0,5
2021/8/17,293,44,253,65,166,67,20,0,4
2021/8/18,225,35,278,71,167,83,28,0,3
2021/8/19,178,35,257,69,160,71,26,0,3
2021/8/20,233,60,233,52,142,69,22,0,4
2021/8/21,223,35,248,60,155,64,29,0,4
2021/8/22,232,43,303,73,189,73,41,0,4
2021/8/23,174,21,273,57,175,71,27,0,3
2021/8/24,211,40,187,66,112,52,23,0,3
2021/8/25,265,69,235,52,159,51,25,0,5
2021/8/26,393,100,270,56,160,81,29,0,6
2021/8/27,339,99,236,55,142,70,24,0,8
2021/8/28,252,31,238,62,146,58,34,0,3
2021/8/29,285,51,245,69,153,56,36,0,4
2021/8/30,294,53,273,68,191,53,29,0,3
2021/8/31,282,98,256,63,162,51,43,0,6
2021/9/1,278,65,268,61,164,55,49,0,3
2021/9/2,249,80,227,54,138,61,28,0,4
2021/9/3,330,93,217,53,135,49,33,0,6
2021/9/4,362,104,228,47,143,57,28,0,5
2021/9/5,336,107,249,51,132,65,52,0,7
2021/9/6,272,81,233,52,156,41,36,0,4
2021/9/7,311,93,228,54,152,49,27,0,4
2021/9/8,361,102,247,64,148,49,50,0,8
2021/9/9,322,55,212,51,111,57,44,0,7
2021/9/10,341,102,214,48,131,42,41,0,9
2021/9/11,592,88,213,49,124,50,39,0,25
2021/9/12,292,106,226,49,135,42,49,0,5
2021/9/13,413,176,181,43,115,34,32,0,6
2021/9/14,463,108,194,50,99,48,47,0,23
2021/9/15,422,92,211,47,123,44,44,0,7
2021/9/16,346,105,182,39,91,39,52,0,6
2021/9/17,387,64,190,28,87,43,60,0,7
2021/9/18,324,70,167,30,97,33,37,0,4
2021/9/19,376,75,159,46,88,29,42,0,6
2021/9/20,301,92,147,26,62,51,34,0,12
2021/9/21,334,84,152,24,87,29,36,0,27
2021/9/22,487,161,144,31,76,35,33,0,9
2021/9/23,116,29,148,38,92,25,31,0,4
2021/9/24,250,49,146,34,74,25,47,0,3
2021/9/25,228,36,159,29,86,27,46,0,3
2021/9/26,278,99,127,32,68,28,31,0,5
2021/9/27,258,75,129,17,67,19,43,0,11
2021/9/28,240,71,105,21,50,20,35,0,4
2021/9/29,208,64,124,28,57,15,52,0,4
2021/9/30,192,47,130,30,73,18,39,0,3
2021/10/1,121,28,98,12,52,14,32,0,2
2021/10/2,109,33,131,30,69,11,51,0,2
2021/10/3,118,27,104,23,46,12,46,0,3
2021/10/4,76,15,92,15,45,9,38,0,2
2021/10/5,117,16,97,24,41,12,44,0,3
2021/10/6,105,26,93,23,51,9,33,0,3
2021/10/7,132,26,94,19,49,13,32,0,3
2021/10/8,78,23,89,15,38,9,42,0,3
2021/10/9,74,27,74,14,40,3,31,0,3
2021/10/10,64,14,83,18,39,3,41,0,2
2021/10/11,93,16,81,17,31,8,42,0,4
2021/10/12,103,26,96,22,46,8,42,0,3
2021/10/13,68,12,80,12,38,8,34,0,2
2021/10/14,88,22,65,15,32,10,23,0,3
2021/10/15,89,19,76,16,31,4,41,0,3
2021/10/16,88,26,72,12,28,5,39,0,3
2021/10/17,63,11,72,8,34,8,30,0,4
2021/10/18,72,9,69,17,33,5,31,0,3
2021/10/19,69,11,84,19,42,3,39,0,3
2021/10/20,76,14,64,17,27,7,30,0,3
2021/10/21,96,21,60,17,27,3,30,0,3
2021/10/22,78,17,71,11,28,4,39,0,3
2021/10/23,42,10,63,10,26,8,29,0,3
2021/10/24,46,12,58,16,26,6,26,0,3
2021/10/25,92,11,70,14,30,5,35,0,3
2021/10/26,84,20,55,10,20,1,34,0,4
2021/10/27,98,32,66,11,29,3,34,0,3
2021/10/28,95,24,55,8,22,0,33,0,3
2021/10/29,63,8,59,15,28,3,28,0,3
2021/10/30,44,4,58,15,22,3,33,0,3
2021/10/31,36,7,37,9,19,0,18,0,3
2021/11/1,63,18,57,11,14,4,39,0,3
2021/11/2,70,15,48,5,21,3,24,0,3
2021/11/3,46,8,55,8,19,1,35,0,2
2021/11/4,64,16,51,11,15,5,31,0,3
2021/11/5,47,4,58,5,20,5,33,0,3
2021/11/6,54,12,42,10,21,1,20,0,3
2021/11/7,35,5,59,15,24,1,33,1,2
2021/11/8,58,8,53,7,26,3,24,0,3
2021/11/9,78,19,52,13,22,2,27,1,3
2021/11/10,59,10,40,4,20,0,20,0,3
2021/11/11,49,14,49,6,20,1,27,1,4
2021/11/12,41,8,48,12,17,3,28,0,3
2021/11/13,55,11,44,9,15,1,28,0,4
2021/11/14,45,12,38,9,14,3,21,0,3
2021/11/15,53,11,44,9,16,2,24,2,3
2021/11/16,40,7,46,7,11,3,32,0,3
2021/11/17,68,12,61,12,21,2,36,2,3
2021/11/18,55,9,35,6,13,2,20,0,2
2021/11/19,45,7,45,4,24,2,18,1,2
2021/11/20,41,6,38,11,17,1,20,0,3
2021/11/21,24,6,46,12,17,1,28,0,3
2021/11/22,63,13,41,12,17,0,24,0,3
2021/11/23,47,10,49,12,18,3,28,0,3
2021/11/24,37,9,43,9,13,0,30,0,3
2021/11/25,48,10,50,10,21,1,27,1,3
2021/11/26,45,10,43,2,12,2,29,0,3
2021/11/27,40,8,46,9,19,2,24,1,2
2021/11/28,29,6,38,9,12,2,24,0,3
2021/11/29,61,15,41,5,16,0,24,1,3
2021/11/30,55,8,34,8,10,0,22,2,3
2021/12/1,49,12,31,6,10,2,19,0,3
2021/12/2,47,12,44,12,12,2,30,0,2
2021/12/3,17,4,46,11,16,3,27,0,2
2021/12/4,36,8,42,8,16,2,24,0,3
2021/12/5,40,10,38,4,15,0,22,1,3
2021/12/6,38,8,42,7,13,0,29,0,3
2021/12/7,66,9,36,6,13,0,23,0,2
2021/12/8,28,4,37,7,14,1,22,0,2
2021/12/9,41,6,28,6,9,0,18,1,2
2021/12/10,44,10,30,6,13,1,16,0,3
2021/12/11,31,7,25,6,8,1,16,0,3
2021/12/12,17,3,29,4,9,0,20,0,3
2021/12/13,29,8,31,3,15,0,16,0,3
2021/12/14,48,12,33,3,12,1,19,1,3
2021/12/15,33,4,28,3,9,2,17,0,3
2021/12/16,37,4,27,7,13,0,13,1,2
2021/12/17,18,1,44,7,11,1,32,0,3
2021/12/18,29,7,37,10,14,1,22,0,3
2021/12/19,19,4,34,5,13,1,20,0,2
2021/12/20,43,8,41,3,15,2,24,0,3
2021/12/21,57,5,29,8,7,1,21,0,3
2021/12/22,30,7,19,4,7,0,10,2,2
2021/12/23,44,10,30,4,11,0,19,0,3
2021/12/24,25,5,26,5,8,1,16,1,3
2021/12/25,25,4,23,3,3,3,17,0,2
2021/12/26,19,3,17,3,6,0,11,0,3
2021/12/27,35,6,28,4,12,0,14,2,4
2021/12/28,23,4,31,5,14,0,15,2,3
2021/12/29,36,2,28,6,15,1,12,0,3
2021/12/30,34,11,27,4,14,3,10,0,2
2021/12/31,25,4,17,3,9,1,5,2,2
2022/1/1,26,3,26,6,12,0,14,0,3
2022/1/2,19,4,18,4,5,0,12,1,3
2022/1/3,28,4,20,2,5,0,12,3,3
2022/1/4,31,9,16,7,8,0,7,1,3
2022/1/5,18,3,26,3,10,1,13,2,2
2022/1/6,19,4,16,2,7,0,9,0,3
2022/1/7,16,2,13,2,6,0,7,0,2
2022/1/8,11,2,18,4,3,1,14,0,3
2022/1/9,23,4,17,6,6,1,8,2,3
2022/1/10,18,2,12,2,5,0,7,0,2
2022/1/11,27,9,9,1,5,0,4,0,4
2022/1/12,15,6,19,1,5,0,13,1,2
2022/1/13,12,0,21,4,11,1,8,1,2
2022/1/14,12,2,11,0,4,1,6,0,2
2022/1/15,19,6,16,2,7,2,6,1,3
2022/1/16,12,0,14,4,8,0,3,3,1
2022/1/17,16,2,13,0,5,0,7,1,4
2022/1/18,9,0,12,2,3,0,8,1,2
2022/1/19,13,3,11,2,3,0,8,0,4
2022/1/20,22,5,16,2,5,1,10,0,4
2022/1/21,16,2,10,3,3,0,7,0,2
2022/1/22,14,0,8,1,4,0,4,0,2
2022/1/23,9,1,14,1,3,0,9,2,2
2022/1/24,10,1,12,3,5,0,7,0,2
2022/1/25,16,3,5,1,2,0,2,1,3
2022/1/26,12,2,12,3,5,0,7,0,3
2022/1/27,10,3,11,5,5,2,4,0,3
2022/1/28,12,1,13,2,8,0,2,3,2
2022/1/29,5,3,9,1,4,0,4,1,3
2022/1/30,8,1,8,1,3,0,5,0,2
2022/1/31,13,4,8,3,2,1,4,1,3
2022/2/1,7,1,12,2,4,1,7,0,3
2022/2/2,7,2,12,6,3,0,8,1,4
2022/2/3,8,0,7,2,5,0,2,0,2
2022/2/4,11,4,13,5,6,0,6,1,3
2022/2/5,14,9,11,2,2,1,6,2,4
2022/2/6,9,2,19,7,6,2,9,2,4
2022/2/7,9,2,15,7,4,0,8,3,3
2022/2/8,13,3,20,5,8,0,9,3,2
2022/2/9,9,4,15,9,5,1,6,3,4
2022/2/10,10,1,24,10,9,0,12,3,3
2022/2/11,24,9,27,16,12,1,13,1,3
2022/2/12,15,5,29,9,8,1,13,7,4
2022/2/13,11,5,36,10,9,1,19,7,2
2022/2/14,24,11,37,14,14,2,16,5,3
2022/2/15,31,10,34,12,16,0,12,6,3
2022/2/16,21,9,43,17,13,3,26,1,4
2022/2/17,39,17,43,17,12,2,23,6,4
2022/2/18,36,11,55,22,21,1,30,3,4
2022/2/19,34,12,45,18,20,0,21,4,3
2022/2/20,37,10,48,16,14,0,29,5,3
2022/2/21,43,13,44,12,12,3,23,6,3
2022/2/22,43,20,56,23,14,1,34,7,4
2022/2/23,55,23,55,16,23,1,21,10,3
2022/2/24,46,17,61,19,18,3,34,6,3
2022/2/25,57,14,52,21,15,1,33,3,3
2022/2/26,43,13,64,25,27,3,25,9,3
2022/2/27,39,17,65,17,14,3,33,15,4
2022/2/28,75,20,62,18,18,0,33,11,4
2022/3/1,78,34,78,26,19,1,48,10,3
2022/3/2,115,36,78,21,27,1,37,13,3
2022/3/3,86,28,79,20,28,2,41,8,2
2022/3/4,78,22,77,32,23,4,38,12,2
2022/3/5,67,23,79,30,21,5,33,20,2
2022/3/6,55,16,77,23,22,2,39,14,2
2022/3/7,77,26,78,18,26,1,32,19,3
2022/3/8,79,19,75,22,23,1,37,14,3
2022/3/9,113,41,90,33,35,2,32,21,3
2022/3/10,70,19,86,21,21,0,42,23,3
2022/3/11,76,21,75,20,22,1,39,13,3
2022/3/12,77,23,113,30,33,2,55,23,3
2022/3/13,87,25,91,26,28,1,37,25,2
2022/3/14,92,32,89,27,32,3,37,17,2
2022/3/15,95,23,75,27,19,2,41,13,3
2022/3/16,105,29,78,22,21,3,36,18,3
2022/3/17,86,35,71,25,30,2,25,14,3
2022/3/18,59,13,65,13,20,3,29,13,2
2022/3/19,85,23,64,26,17,2,32,13,3
2022/3/20,71,26,67,20,24,2,23,18,2
2022/3/21,63,21,54,11,18,1,17,18,2
2022/3/22,73,25,66,20,20,1,27,18,2
2022/3/23,65,15,52,7,16,1,21,14,2
2022/3/24,64,18,50,13,20,3,17,10,2
2022/3/25,52,15,42,9,12,0,19,11,2
2022/3/26,34,8,46,10,14,0,23,9,2
2022/3/27,38,6,50,12,20,1,19,10,2
2022/3/28,54,16,50,13,11,1,26,12,2
2022/3/29,64,14,33,8,14,0,11,8,2
2022/3/30,33,11,35,8,7,1,17,10,2
2022/3/31,44,8,40,10,11,2,19,8,3
2022/4/1,30,5,40,14,16,0,17,7,2
2022/4/2,56,11,24,3,7,1,13,3,2
2022/4/3,30,11,30,6,13,0,12,5,2
2022/4/4,28,7,31,11,18,0,8,5,2
2022/4/5,33,10,26,8,8,1,11,6,2
2022/4/6,32,9,23,2,9,1,8,5,2
2022/4/7,36,9,19,1,1,1,11,6,2
2022/4/8,31,6,13,2,4,1,4,4,2
2022/4/9,21,0,18,5,8,1,5,4,3
2022/4/10,12,4,16,2,5,1,6,4,3
2022/4/11,19,3,22,6,9,1,9,3,3
2022/4/12,30,6,17,7,5,0,8,4,3
2022/4/13,22,6,14,4,1,0,9,4,2
2022/4/14,18,5,17,5,8,0,4,5,2
2022/4/15,16,5,18,9,5,0,7,6,3
2022/4/16,12,6,10,4,4,0,6,0,2
2022/4/17,12,8,7,2,4,0,0,3,3
2022/4/18,16,4,13,4,3,0,5,5,3
2022/4/19,12,1,7,3,3,0,3,1,2
2022/4/20,16,8,9,2,3,0,4,2,2
2022/4/21,5,4,11,0,3,3,3,2,3
2022/4/22,12,2,8,0,3,0,4,1,1
2022/4/23,9,2,7,1,3,0,2,2,3
2022/4/24,8,0,7,2,4,0,1,2,2
2022/4/25,8,2,5,2,2,0,1,2,3
2022/4/26,13,1,8,0,4,0,3,1,3
2022/4/27,6,4,8,1,3,1,3,1,3
2022/4/28,10,1,9,3,4,0,2,3,2
2022/4/29,6,0,4,1,0,0,2,2,1
2022/4/30,5,0,4,1,1,0,0,3,3
2022/5/1,3,1,8,2,2,1,4,1,3
2022/5/2,5,1,3,0,2,0,1,0,2
2022/5/3,9,5,3,0,1,0,1,1,3
2022/5/4,3,0,6,2,3,0,3,0,3
2022/5/5,2,0,4,4,0,0,3,1,2
2022/5/6,7,2,1,0,1,0,0,0,3
2022/5/7,3,0,3,2,2,1,0,0,3
2022/5/8,4,3,4,2,2,0,0,2,6
2022/5/9,1,0,6,1,2,0,2,2,2
2022/5/10,6,3,5,0,2,0,1,2,2
2022/5/11,8,3,6,1,1,0,5,0,2
2022/5/12,4,0,6,3,4,0,2,0,2
2022/5/13,5,1,4,0,1,0,1,2,3
2022/5/14,5,1,3,1,2,0,1,0,3
2022/5/15,3,1,5,3,1,0,1,3,2
2022/5/16,5,1,4,0,0,0,3,1,2
2022/5/17,3,2,1,0,0,0,1,0,2
2022/5/18,7,3,5,1,0,0,1,4,3
2022/5/19,3,2,4,0,0,0,1,3,7
2022/5/20,5,0,3,0,0,0,1,2,2
2022/5/21,3,0,0,0,0,0,0,0,2
2022/5/22,2,1,2,0,0,0,0,2,3
2022/5/23,2,0,4,1,0,0,3,1,4
2022/5/24,2,0,5,0,2,0,1,2,1
2022/5/25,6,0,2,0,0,1,0,1,2
2022/5/26,3,0,4,3,2,0,2,0,2
2022/5/27,2,1,4,0,0,0,3,1,3
2022/5/28,2,1,3,1,2,0,0,1,2
2022/5/29,5,1,3,2,1,0,1,1,2
2022/5/30,4,1,4,1,2,0,2,0,3
2022/5/31,7,3,1,0,0,0,1,0,2
2022/6/1,2,1,5,2,1,0,1,3,1
2022/6/2,2,0,4,2,1,0,3,0,4
2022/6/3,1,0,1,0,0,0,1,0,1
2022/6/4,5,2,0,0,0,0,0,0,3
2022/6/5,2,1,0,0,0,0,0,0,3
2022/6/6,2,1,0,0,0,0,0,0,4
